0.2824,0.1316,-0.4216,0.0172
-0.4216,0.0172,-0.4484,-0.1104
-0.4484,-0.1104,-0.5132,-0.076
-0.5132,-0.076,0.0904,-0.1848
0.0904,-0.1848,0.3156,0.0192
0.3156,0.0192,0.306,0.0828
0.306,0.0828,0.4616,0.1548
0.4616,0.1548,0.2652,0.1256
0.2652,0.1256,0.3104,0.1124
0.3104,0.1124,-0.3856,0.0244
-0.3856,0.0244,0.2416,0.0548
0.2308,-0.136,-0.2264,0.0156
-0.2264,0.0156,0.4536,-0.0624
0.4536,-0.0624,0.8784,-0.1104
0.8784,-0.1104,0.0644,-0.1184
0.0644,-0.1184,0.176,-0.0052
0.176,-0.0052,-0.0052,0.0356
-0.3104,0.3192,-0.6332,0.3684
-0.6332,0.3684,-0.7356,0.252
-0.7356,0.252,-0.7676,0.2308
-0.7676,0.2308,0.3776,0.0012
0.3776,0.0012,0.4016,0.0128
0.4016,0.0128,0.1316,0.0984
0.1316,0.0984,-0.464,0.2124
-0.464,0.2124,-0.7116,0.2052
-0.7116,0.2052,-0.0172,0.094
0.2508,0.1816,-0.1156,-0.3192
-0.1156,-0.3192,0.3972,0.0712
0.3972,0.0712,0.4584,0.1336
0.4584,0.1336,-0.5904,-0.2516
-0.5904,-0.2516,0.3848,0.1276
0.3848,0.1276,0.4812,0.1376
0.0044,-0.1244,0.3204,0.2056
0.3204,0.2056,0.3424,0.2808
0.3424,0.2808,0.3572,0.3168
0.3572,0.3168,-0.0556,-0.0496
-0.0556,-0.0496,0.0248,-0.0692
0.0248,-0.0692,-0.1108,-0.0968
-0.1108,-0.0968,-0.1684,-0.1072
-0.1684,-0.1072,-0.0236,-0.0868
-0.0236,-0.0868,0.0396,-0.0896
-0.1968,0.008,0.1192,0.0072
0.1192,0.0072,0.5212,-0.0064
0.5212,-0.0064,0.396,0.1024
0.396,0.1024,-0.2948,-0.0012
-0.2948,-0.0012,-0.5284,-0.038
-0.5284,-0.038,-0.182,-0.044
-0.182,-0.044,0.0532,-0.0204
0.0532,-0.0204,0.524,0.11
0.3756,0.1376,-0.3084,-0.0064
-0.3084,-0.0064,0.192,0.0212
0.192,0.0212,0.3376,0.0696
0.3376,0.0696,0.624,0.08
0.624,0.08,0.7612,0.1224
0.7612,0.1224,0.7764,0.3024
0.7764,0.3024,0.7068,-0.0728
0.7068,-0.0728,0.6724,-0.186
0.6724,-0.186,-0.3744,-0.246
-0.3744,-0.246,-0.6196,-0.1676
0.0648,0.0716,0.1608,0.108
0.1608,0.108,0.6848,0.0388
0.6848,0.0388,0.3304,-0.104
0.3304,-0.104,0.6524,-0.0892
0.6524,-0.0892,0.7492,-0.03
0.7492,-0.03,-0.554,-0.134
-0.2204,0.1164,0.454,0.1484
0.454,0.1484,0.4684,0.1156
0.4684,0.1156,0.3916,0.3024
0.3916,0.3024,0.2872,0.372
0.2872,0.372,-0.3308,0.2452
-0.3308,0.2452,-0.2556,0.0936
-0.2556,0.0936,-0.0116,0.1828
-0.0116,0.1828,-0.31,0.2872
-0.31,0.2872,-0.408,0.29
-0.408,0.29,0.3176,0.1572
-0.004,0.2648,-0.2016,0.1388
-0.2016,0.1388,-0.0124,0.2424
-0.0124,0.2424,0.3712,-0.044
0.3712,-0.044,-0.1624,-0.088
-0.1624,-0.088,-0.0284,0.28
-0.0284,0.28,0.2264,0.046
0.2264,0.046,0.0576,0.122
0.3268,-0.0316,-0.5948,0.1384
-0.5948,0.1384,-0.1036,-0.0364
-0.1036,-0.0364,0.3392,-0.0304
0.3392,-0.0304,-0.548,0.1176
-0.548,0.1176,-0.664,0.1372
-0.664,0.1372,-0.1248,0.1528
-0.1248,0.1528,0.3308,-0.0276
-0.1596,0.1536,0.0532,0.1108
0.0532,0.1108,0.0676,0.094
0.0676,0.094,0.4784,0.2032
0.4784,0.2032,-0.07,0.0428
-0.07,0.0428,-0.1052,0.0172
-0.1052,0.0172,0.074,0.0868
0.074,0.0868,0.6472,0.1916
0.6472,0.1916,0.2936,0.2876
0.2936,0.2876,-0.406,0.3156
0.1836,0.0172,0.3828,0.0748
0.3828,0.0748,0.6372,0.0964
0.6372,0.0964,0.6652,0.0752
0.6652,0.0752,0.0516,0.0548
0.0516,0.0548,0.572,0.0864
0.572,0.0864,0.102,0.1368
-0.0148,-0.0672,-0.102,-0.0772
-0.102,-0.0772,-0.5288,0.126
-0.5288,0.126,-0.096,-0.0032
-0.096,-0.0032,-0.0248,-0.0016
-0.0248,-0.0016,-0.4396,0.2104
-0.4396,0.2104,-0.0012,0.0064
-0.0012,0.0064,0.1796,-0.0688
0.1796,-0.0688,0.2504,0.2376
0.2504,0.2376,0.426,0.2848
0.426,0.2848,0.196,-0.0632
-0.2916,-0.2128,-0.3504,-0.176
-0.3504,-0.176,0.3808,-0.0044
0.3808,-0.0044,0.492,-0.1124
0.492,-0.1124,0.5684,-0.4448
0.5684,-0.4448,0.1444,-0.4868
0.1444,-0.4868,-0.4108,-0.4192
-0.4108,-0.4192,-0.57,-0.262
-0.57,-0.262,-0.28,-0.1732
-0.28,-0.1732,0.0448,-0.0452
-0.4436,0.1916,-0.7724,0.2556
-0.7724,0.2556,-0.8384,0.2816
-0.8384,0.2816,0.062,0.2228
0.062,0.2228,0.0608,0.1444
0.0608,0.1444,0.4992,0.2336
0.4992,0.2336,0.5676,0.284
0.5676,0.284,-0.3656,0.2364
-0.3656,0.2364,-0.7544,0.2836
-0.7544,0.2836,-0.8116,0.294
-0.8116,0.294,0.162,0.1872
