-0.53563,-0.22562,-0.073125,-0.21788
-0.073125,-0.21788,0.18862,-0.19812
0.18862,-0.19812,0.29113,0.25175
0.29113,0.25175,0.218,0.2795
0.218,0.2795,0.97,0.26562
0.97,0.26562,0.90012,0.34338
0.90012,0.34338,0.9355,-0.095625
0.9355,-0.095625,0.96762,-0.54925
0.96762,-0.54925,-0.54412,-0.55437
-0.54412,-0.55437,-0.50287,-0.54387
-0.50287,-0.54387,-0.648,-0.25
-0.648,-0.25,-0.83425,-0.31163
-0.83425,-0.31163,-0.8495,-0.2895
-0.8495,-0.2895,-0.86738,-0.28737
-0.86738,-0.28737,-0.59975,-0.2745
-0.59975,-0.2745,-0.65175,-0.21763
-0.65175,-0.21763,0.16862,0.317
0.16862,0.317,0.20463,0.32912
0.191,0.53213,0.36088,0.67775
0.36088,0.67775,0.73537,0.62775
0.73537,0.62775,0.86575,0.59963
0.86575,0.59963,-0.429,-0.26837
-0.429,-0.26837,0.0195,-0.16763
0.0195,-0.16763,-0.0725,-0.06625
-0.0725,-0.06625,0.7965,0.07525
0.7965,0.07525,0.53875,0.22425
0.53875,0.22425,-0.10625,0.30425
-0.10625,0.30425,-0.72275,0.33125
-0.72275,0.33125,-0.52737,0.048625
-0.52737,0.048625,-0.052875,0.0515
-0.052875,0.0515,-0.233,0.10088
-0.233,0.10088,-0.1155,0.082125
-0.42225,0.065375,-0.55388,0.13875
-0.55388,0.13875,-0.473,0.152
-0.473,0.152,-0.496,0.13562
-0.496,0.13562,-0.68325,-0.2135
-0.68325,-0.2135,-0.66588,-0.4545
-0.66588,-0.4545,-0.66963,-0.50825
-0.66963,-0.50825,-0.078,-0.54563
-0.078,-0.54563,0.74675,-0.10213
0.74675,-0.10213,0.80563,-0.1265
0.80563,-0.1265,0.618,-0.16075
0.618,-0.16075,0.67863,-0.18413
0.67863,-0.18413,-0.44175,0.32625
-0.44175,0.32625,-0.77963,0.2915
-0.77963,0.2915,-0.45925,0.1225
-0.45925,0.1225,-0.22812,0.11862
-0.22812,0.11862,-0.1515,0.117
-0.1515,0.117,-0.76175,0.066
-0.18787,0.034,-0.22175,-0.27375
-0.22175,-0.27375,-0.22487,-0.53163
-0.22487,-0.53163,0.73475,0.46638
0.73475,0.46638,0.83188,0.49537
0.83188,0.49537,0.96275,0.542
0.96275,0.542,0.97613,0.56425
0.97613,0.56425,0.92475,0.61213
0.92475,0.61213,0.074375,-0.02675
0.074375,-0.02675,-0.24725,-0.24388
-0.24725,-0.24388,-0.03575,-0.23663
-0.03575,-0.23663,0.1585,0.021875
0.1585,0.021875,0.17025,0.15112
0.17025,0.15112,0.15412,0.13275
0.15412,0.13275,-0.57888,0.23725
-0.57888,0.23725,-0.37225,0.18088
-0.37225,0.18088,-0.16537,0.15875
-0.16537,0.15875,0.78512,0.4545
0.78512,0.4545,0.7475,0.46225
0.7475,0.46225,0.68675,0.39687
-0.24175,0.1055,0.39537,0.11737
0.39537,0.11737,-0.549,-0.22038
-0.549,-0.22038,-0.54862,-0.37888
-0.54862,-0.37888,-0.65275,-0.42362
-0.65275,-0.42362,-0.29388,-0.31225
-0.29388,-0.31225,0.69563,-0.10075
0.69563,-0.10075,0.44188,0.040875
0.44188,0.040875,0.54113,0.097
0.54113,0.097,0.50438,0.13013
0.50438,0.13013,0.57775,0.12838
0.57775,0.12838,-0.07625,0.103
-0.07625,0.103,-0.35338,0.122
-0.35338,0.122,-0.37875,0.21638
-0.37875,0.21638,-0.34825,0.23763
-0.34825,0.23763,-0.85,0.373
-0.85,0.373,-0.81188,-0.1175
-0.81188,-0.1175,-0.65213,-0.29712
-0.65213,-0.29712,-0.51487,-0.40337
0.1825,0.375,-0.35025,-0.12625
-0.35025,-0.12625,-0.1325,-0.15563
-0.1325,-0.15563,-0.71075,-0.014625
-0.71075,-0.014625,-0.5905,0.006875
-0.5905,0.006875,0.53537,-0.084
0.53537,-0.084,0.71875,-0.17025
0.71875,-0.17025,0.72887,-0.14237
0.72887,-0.14237,0.87025,0.23088
0.87025,0.23088,0.83688,0.6015
0.83688,0.6015,0.43738,0.64687
0.43738,0.64687,0.54825,0.627
0.54825,0.627,-0.199,0.56425
-0.199,0.56425,-0.75838,0.54625
-0.75838,0.54625,-0.66625,0.45463
-0.66625,0.45463,-0.10537,0.36138
-0.10537,0.36138,-0.01175,0.15025
-0.01175,0.15025,-0.005875,0.072125
-0.187,-0.135,-0.14575,0.09025
-0.14575,0.09025,-0.66025,0.19963
