1,1,1,388.5,135.2,500,375
1,1,2,402.1,68.1,500,375
1,1,3,386.6,77.4,500,375
1,1,4,417.5,75.8,500,375
1,1,5,455.8,71.4,500,375
1,1,6,445.8,192.9,500,375
1,1,7,233.6,228.1,500,375
1,1,8,399,179.2,500,375
1,1,9,431.1,173.2,500,375
1,1,10,212.8,241.9,500,375
1,1,11,281.2,228.1,500,375
1,2,1,415,49.5,500,375
1,2,2,441.6,-6.1,500,375
1,2,3,476.5,-35.7,500,375
1,2,4,221.7,226.9,500,375
1,2,5,351.2,191.7,500,375
1,2,6,448.1,-16.3,500,375
1,2,7,481.7,-22.9,500,375
1,2,8,444.6,-3.1,500,375
1,2,9,493.3,-6.8,500,375
1,2,10,453.5,0.1,500,375
1,3,1,380.2,96.1,500,375
1,3,2,366.6,79.9,500,375
1,3,3,439.3,75.8,500,375
1,3,4,204.4,232.5,500,375
1,3,5,150.9,258.2,500,375
1,3,6,398.4,199.3,500,375
1,3,7,336,184.1,500,375
1,3,8,250.3,211.3,500,375
2,1,1,317.3,226.4,500,374
2,1,2,262.2,181.1,500,374
2,1,3,124.1,232.1,500,374
2,1,4,309.9,217.9,500,374
2,1,5,357.1,255.2,500,374
2,1,6,237.5,255.5,500,374
2,1,7,307.9,168.5,500,374
2,1,8,255.7,126.9,500,374
2,1,9,222,179.2,500,374
2,1,10,291.1,234.2,500,374
2,2,1,312.5,216,500,374
2,2,2,311.5,162.2,500,374
2,2,3,260.2,154.3,500,374
2,2,4,252.2,68.8,500,374
2,2,5,295,230.8,500,374
2,2,6,357.6,225.5,500,374
2,2,7,262,177.4,500,374
2,3,1,280,149.4,500,374
2,3,2,320.4,261.6,500,374
2,3,3,270.7,219.1,500,374
2,3,4,193.6,182.7,500,374
2,3,5,369.6,186.1,500,374
2,3,6,289.3,133.6,500,374
2,3,7,149.6,228.8,500,374
2,3,8,266.6,199.1,500,374
3,1,1,249.1,135.4,500,375
3,1,2,228,139.9,500,375
3,1,3,233,94.5,500,375
3,1,4,217.3,119.3,500,375
3,1,5,236.8,92.2,500,375
3,1,6,284.9,133.9,500,375
3,1,7,331.8,115.4,500,375
3,1,8,292.6,300.1,500,375
3,1,9,263.4,278.1,500,375
3,1,10,177.1,205,500,375
3,1,11,153.1,179.9,500,375
3,1,12,139.3,161.6,500,375
3,1,13,176.6,154.7,500,375
3,2,1,237.2,219.2,500,375
3,2,2,233,111.9,500,375
3,2,3,223.9,40.2,500,375
3,2,4,231,17.8,500,375
3,2,5,243.1,23.5,500,375
3,2,6,237.3,11.2,500,375
3,2,7,148,55.8,500,375
3,2,8,216.4,26,500,375
3,2,9,221.9,9.5,500,375
3,3,1,194.9,169.1,500,375
3,3,2,197.1,119.2,500,375
3,3,3,216,184.6,500,375
3,3,4,195.2,103,500,375
3,3,5,206.1,89.5,500,375
3,3,6,209.5,171.3,500,375
4,1,1,314.3,178.5,500,375
4,1,2,240.9,168.7,500,375
4,1,3,216.7,176.3,500,375
4,1,4,210.5,176,500,375
